Collection Name,Title,Part,Name,Name URI,Resource Type,Resource Type URI,Genre,Genre URI,Place Created,Publisher,Date Issued,Date Created,Edition,Issuance,Frequency,Language Term,Language Term URI,Language Term Type,Extent,Physical Description Note,Form#1,Form URI#1,Form#2,Form URI#2,Abstract,Table of Contents,Note,Note Type,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Name,Subject Name URI,Subject Geographic,Subject Geographic URI,Subject Temporal,Subject Temporal URI,Subject Title,Subject Title URI,Subject Genre,Subject Genre URI,Identifier,Identifier LUNA,Identifier ARK,Physical Location,Physical Location Type,Shelf Locator,Related Item,Related Item Type,Related Item Identifier,Related Item Location,Date Captured,Internet Media Type,Digital Origin,Access Condition,Access Condition URI
Sturtevant Plates,"Ladies Cottage, State University, Boulder, Colo. No. 6, J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1900,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of a girls dormitory at the University of Colorado Boulder, about 1900. Building is the modern day Hazel Gates Woodruff Cottage at CU Boulder.",,,,Dormitories,http://id.worldcat.org/fast/896981,Student housing,http://id.worldcat.org/fast/1135919,Universities and colleges,http://id.worldcat.org/fast/1161597,College buildings,http://id.worldcat.org/fast/867723,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,1886/1910,local,,,,,narv_sturtevant_39_xx013.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"The Hale Scientific Building on University campus No. 24, J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1900,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,University of Colorado Lake and Hale Scientific Building.,,,,Universities and colleges,http://id.worldcat.org/fast/1161597,College buildings,http://id.worldcat.org/fast/867723,Laboratories,http://id.worldcat.org/fast/990341,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,1886/1910,local,,,,,narv_sturtevant_39_xx014.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"The campus from University Terrace No. 20, J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1897,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Hale Scientific Building, Old Main, and Hazel Gates Woodruff Cottage at the University of Colorado Boulder campus.",,,,Universities and colleges,http://id.worldcat.org/fast/1161597,College buildings,http://id.worldcat.org/fast/867723,,,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,1886/1910,local,,,,,narv_sturtevant_39_xx015.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"Bridge at State University, J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1900,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"A bridge over Varsity Pond on the university campus, Boulder, Colorado. View looks northwest, two women pictured on the bridge. ",,,,Bridges,http://id.worldcat.org/fast/838671,Lakes,http://id.worldcat.org/fast/990901,Ponds,http://id.worldcat.org/fast/1070954,Universities and colleges,http://id.worldcat.org/fast/1161597,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,1886/1910,local,,,,,narv_sturtevant_39_xx016.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"Colo. State University, Boulder, J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1900,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"University campus, Boulder, Colorado, with Woodbury and Old Main in foreground. Chautauqua Concert Hall (1898) and cottages can be seen in the distance.",,,,Universities and colleges,http://id.worldcat.org/fast/1161597,College buildings,http://id.worldcat.org/fast/867723,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,1886/1910,local,,,,,narv_sturtevant_39_xx017.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"The Pride of Boulder, Colo., J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1900,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Exterior view of Boulder High School on Pearl and 18th streets.,,,,Rural schools,http://id.worldcat.org/fast/1101819,High school buildings,http://id.worldcat.org/fast/956080,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,1886/1910,local,,,,,narv_sturtevant_39_xx018.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"Presbyterian Church, Boulder, Colo., J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1900,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Presbyterian Church in Boulder, Colorado.",,,,Church buildings,http://id.worldcat.org/fast/860599,Presbyterian Church,http://id.worldcat.org/fast/1075515,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,1886/1910,local,,,,,narv_sturtevant_39_xx019.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"Boulder, County Courthouse. Boulder, Colo. Sept. 22nd, 1895. J.B. Sturtevant, No. 38",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1895-09-22,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Early snow seen at the Boulder County Courthouse in Boulder, Colorado. There is an individual standing on the corner near the fence.",,,,Courthouses,http://id.worldcat.org/fast/881720,Snow,http://id.worldcat.org/fast/1121907,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,1886/1910,local,,,,,narv_sturtevant_39_xx020.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"A corner in Boulder, Colo. 1899, J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1899,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Boulder County Courthouse in Boulder, Colorado. Image taken from 14th Street across Pearl Street. Boulder National Bank can be seen in the foreground. A food cart and wagons visible on Pearl. Photo taken in summer, as trees are in full foliage.",,,,Courthouses,http://id.worldcat.org/fast/881720,Banks and banking,http://id.worldcat.org/fast/826867,Horse-drawn vehicles,http://id.worldcat.org/fast/960548,Street scenes,local,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,1886/1910,local,,,,,narv_sturtevant_39_xx021.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Sturtevant Plates,"Boulder County Court House, March 23rd, 1897, J.B. Sturtevant",,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1897-03-23,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Exterior view of the Boulder County Courthouse after a snowstorm.,,,,Courthouses,http://id.worldcat.org/fast/881720,Snow,http://id.worldcat.org/fast/1121907,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,1886/1910,local,,,,,narv_sturtevant_39_xx022.jpg,,,CU Museum of Natural History,,COU: 1111,,,,,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
